Active_Growth_Period,Bloom_Period,Coppice_Potential,Duration,Fertility_Requirement,Foliage_Porosity_Summer,Genus,Growth_Form,Growth_Habit,Growth_Rate,Height_Mature_feet,Known_Allelopath,Species,State_and_Province,Vegetative_Spread_Rate,pH_Maximum,pH_Minimum
"Spring, Summer, Fall",Mid Summer,No,Perennial,Medium,Moderate,Agrostis,Rhizomatous,Graminoid,Moderate,3.5,No,perennans,"USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV), CAN (NB, NF, NS, ON, PE, QC)",Moderate,7.5,5.5
,,,Perennial,,,Agave,,"Forb/herb, Shrub, Subshrub",,,,phillipsiana,USA (AZ),,,
,,,Perennial,,,Agastache,,"Subshrub, Forb/herb",,,,pringlei,USA (NM),,,
,,,Annual,,,Agalinis,,Forb/herb,,,,purpurea,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Agrimonia,,Forb/herb,,,,rostellata,"USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",,,
,,,Perennial,,,Agrostis,,Graminoid,,,,rossiae,USA (WY),,,
,,,Perennial,,,Agastache,,"Subshrub, Forb/herb",,,,rupestris,"USA (AZ, NM)",,,
,,,Perennial,,,Agastache,,"Subshrub, Forb/herb",,,,scrophulariifolia,"USA (CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NE, NH, NJ, NY, OH, PA, SC, SD, TN, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Agave,,"Subshrub, Shrub, Forb/herb",,,,schottii,"USA (AZ, NM)",,,
Spring,Early Spring,No,Perennial,Low,Porous,Agrostis,Bunch,Graminoid,Moderate,2.5,No,scabra,"USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL, IN, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",None,8.0,6.0
,,,Perennial,,,Agave,,"Subshrub, Shrub, Forb/herb",,,,shawii,USA (CA),,,
Spring and Summer,Mid Summer,No,Perennial,Medium,Moderate,Agrimonia,Rhizomatous,Forb/herb,Moderate,6.0,No,striata,"USA (AL, AZ, CO, CT, DE, GA, IA, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, VT, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA (SPM)",None,7.5,5.5
,,,Perennial,,,Agave,,"Subshrub, Shrub, Forb/herb",,,,toumeyana,USA (AZ),,,
,,,Perennial,,,Agave,,"Forb/herb, Shrub, Subshrub",,,,univittata,"USA (AZ, TX)",,,
Spring and Summer,Late Spring,No,Perennial,Medium,Dense,Agastache,Rhizomatous,"Subshrub, Forb/herb",Rapid,5.0,No,urticifolia,"USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (BC)",Slow,8.0,6.0
Spring and Summer,Late Spring,No,Perennial,Medium,Dense,Agastache,Rhizomatous,"Subshrub, Forb/herb",Rapid,5.0,No,urticifolia,"USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (BC)",Slow,8.0,6.0
Spring and Summer,Mid Spring,Yes,Perennial,Low,Porous,Agave,Single Stem,"Subshrub, Shrub, Forb/herb",Moderate,1.0,No,utahensis,"USA (AZ, CA, NV, UT)",Slow,8.0,7.0
Spring and Summer,Mid Spring,Yes,Perennial,Low,Porous,Agave,Single Stem,"Subshrub, Shrub, Forb/herb",Moderate,1.0,No,utahensis,"USA (AZ, CA, NV, UT)",Slow,8.0,7.0
,,,Perennial,,,Agrostis,,Graminoid,,,,variabilis,"USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Agastache,,"Subshrub, Forb/herb",,,,wrightii,"USA (AZ, NM)",,,
Spring and Summer,Summer,No,Perennial,Low,Porous,Allium,Multiple Stem,Forb/herb,Rapid,1.0,No,acuminatum,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)",None,8.0,6.0
,,,Perennial,,,Allium,,Forb/herb,,,,amplectens,"USA (CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Alvaradoa,,"Tree, Shrub",,,,amorphoides,USA (FL),,,
,,,Perennial,,,Allium,,Forb/herb,,,,anceps,"USA (CA, ID, NV, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,atrorubens,"USA (AZ, CA, NV, UT)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,bisceptrum,"USA (AZ, CA, ID, NM, NV, OR, UT)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,bolanderi,"USA (CA, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,brandegeei,"USA (CO, ID, MT, NV, OR, UT, WY)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,brevistylum,"USA (CO, ID, MT, UT, WY)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,campanulatum,"USA (CA, NV, OR, WA)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,canadense,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (NB, ON, QC)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,cernuum,"USA (AL, AR, AZ, CO, DC, GA, IA, ID, IL, IN, KY, MD, MI, MN, MO, MS, MT, NC, NE, NJ, NM, NY, OH, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV, WY), CAN (AB, BC, ON, SK)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,coryi,USA (TX),,,
,,,Perennial,,,Allium,,Forb/herb,,,,cratericola,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,crenulatum,"USA (OR, WA), CAN (BC)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,crispum,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,cuthbertii,"USA (AL, FL, GA, NC, SC)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,diabolense,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,dichlamydeum,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,dictuon,"USA (OR, WA)",,,
Spring,Late Spring,No,Perennial,Low,Porous,Allium,Single Crown,Forb/herb,Rapid,0.9,No,douglasii,"USA (ID, OR, WA)",Slow,7.8,6.0
,,,Perennial,,,Allium,,Forb/herb,,,,drummondii,"USA (AR, KS, NE, NM, OK, SD, TX)",,,
,,,Perennial,,,Alophia,,Forb/herb,,,,drummondii,"USA (AR, LA, MS, OK, TX)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,elmendorfii,USA (TX),,,
,,,Perennial,,,Aletris,,Forb/herb,,,,farinosa,"USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,falcifolium,"USA (CA, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,fibrillum,"USA (ID, MT, OR, WA)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,fimbriatum,USA (CA),,,
,,,Perennial,,,Alternanthera,,"Subshrub, Forb/herb",,,,flavescens,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,geyeri,"USA (AZ, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, SK)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,glandulosum,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,gooddingii,"USA (AZ, NM)",,,
,,,Perennial,,,Aloysia,,Shrub,,,,gratissima,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,haematochiton,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,hickmanii,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,hoffmanii,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,howellii,USA (CA),,,
,,,Perennial,,,Allowissadula,,"Subshrub, Shrub, Forb/herb",,,,holosericea,"USA (NM, TX)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,hyalinum,USA (CA),,,
Spring and Summer,Spring,No,Perennial,Medium,Moderate,Alnus,Thicket Forming,"Tree, Shrub",Rapid,25,No,incana,"USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Slow,7.0,5.0
Spring and Summer,Spring,No,Perennial,Medium,Moderate,Alnus,Thicket Forming,"Tree, Shrub",Rapid,25,No,incana,"USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Slow,7.0,5.0
Spring and Summer,Spring,No,Perennial,Medium,Moderate,Alnus,Thicket Forming,"Tree, Shrub",Rapid,25,No,incana,"USA (AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",Slow,7.0,5.0
,,,Perennial,,,Allium,,Forb/herb,,,,lacunosum,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,lemmonii,"USA (CA, ID, NV, OR, UT)",,,
,,,Perennial,,,Alternanthera,,Forb/herb,,,,maritima,USA (FL),,,
,,,Perennial,,,Allium,,Forb/herb,,,,macropetalum,"USA (AZ, CO, NM, TX, UT)",,,
Spring and Summer,Late Summer,No,Perennial,Medium,Moderate,Alnus,Single Stem,"Tree, Shrub",Moderate,30,No,maritima,"USA (DE, GA, MD, OK)",Slow,7.0,5.0
,,,Perennial,,,Allium,,Forb/herb,,,,membranaceum,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,monticola,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,munzii,USA (CA),,,
,,,Perennial,,,Allium,,Forb/herb,,,,nevadense,"USA (AZ, CA, CO, ID, NV, OR, UT)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,nevii,"USA (OR, WA)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,obtusum,"USA (CA, NV)",,,
,,,Perennial,,,Allenrolfea,,"Subshrub, Shrub",,,,occidentalis,"USA (AZ, CA, ID, NM, NV, OR, TX, UT)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,parishii,"USA (AZ, CA)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,parvum,"USA (CA, ID, MT, NV, OR, UT)",,,
,,,Perennial,,,Alternanthera,,Forb/herb,,,,paronychioides,"USA (AL, FL, GA, LA, MS, NC, NJ, PA, SC, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,peninsulare,"USA (CA, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,perdulce,"USA (IA, KS, NE, NM, OK, SD, TX)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,platycaule,"USA (CA, NV, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,plummerae,USA (AZ),,,
,,,Perennial,,,Allium,,Forb/herb,,,,praecox,USA (CA),,,
Spring and Summer,Fall,No,Perennial,Low,Moderate,Alnus,Multiple Stem,Tree,Rapid,65,No,rhombifolia,"USA (CA, ID, MT, NV, OR, WA)",None,7.5,4.8
,,,Perennial,,,Allium,,Forb/herb,,,,runyonii,USA (TX),,,
"Spring, Summer, Fall",Early Spring,No,Perennial,Medium,Dense,Alnus,Single Stem,Tree,Rapid,90,No,rubra,"USA (AK, CA, ID, MT, OR, WA), CAN (BC)",Moderate,7.3,4.3
,,,Perennial,,,Allium,,Forb/herb,,,,schoenoprasum,"USA (AK, CO, CT, ID, IL, IN, MA, MD, ME, MI, MN, MO, MT, NH, NJ, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT)",,,
Spring and Summer,Spring,No,Perennial,Medium,Dense,Alnus,Multiple Stem,"Tree, Shrub",Rapid,30,No,serrulata,"USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (NB, NS, QC)",Slow,7.0,5.0
,,,Perennial,,,Allium,,Forb/herb,,,,stellatum,"USA (AR, IA, IL, IN, KS, MI, MN, MO, ND, OK, SD, TN, TX, WI, WY), CAN (MB, ON, SK)",,,
,,,Perennial,,,Alisma,,Forb/herb,,,,subcordatum,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (MB, NB, ON, QC)",,,
Spring,Mid Spring,No,Perennial,Low,Porous,Allium,Single Crown,Forb/herb,Rapid,1.0,No,textile,"USA (CO, IA, ID, KS, MN, MT, ND, NE, NM, NV, SD, UT, WA, WY), CAN (AB, MB, SK)",Slow,8.0,6.0
,,,Perennial,,,Allium,,Forb/herb,,,,tricoccum,"USA (AL, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV), CAN (MB, NB, NS, ON, QC)",,,
,,,Perennial,,,Alisma,,Forb/herb,,,,triviale,"USA (AK, AR, AZ, CA, CO, CT, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, UT, VT, WA, WI, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,unifolium,"USA (CA, OR)",,,
,,,Perennial,,,Allium,,Forb/herb,,,,validum,"USA (CA, ID, NV, OR, WA), CAN (BC)",,,
,,,Perennial,,,Alnus,,"Tree, Shrub",,,,viridis,"USA (AK, CA, ID, MA, ME, MI, MN, MT, NC, NH, NY, OR, PA, TN, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Alnus,,"Tree, Shrub",,,,viridis,"USA (AK, CA, ID, MA, ME, MI, MN, MT, NC, NH, NY, OR, PA, TN, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Annual,,,Ambrosia,,Forb/herb,,,,acanthicarpa,"USA (AZ, CA, CO, ID, KS, MN, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY), CAN (AB, MB, SK)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,alnifolia,"USA (AK, CA, CO, IA, ID, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, NB, NT, ON, QC, SK, YT)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,ambrosioides,"USA (AZ, CA)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,arborea,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, QC)",,,
,,,Annual,,,Ambrosia,,Forb/herb,,,,artemisiifolia,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)",,,
,,,Annual,,,Ammannia,,Forb/herb,,,,auriculata,"USA (AZ, KS, LA, MS, NE, NM, OK, SD, TX), USA+ (PR)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,bartramiana,"USA (MA, ME, MI, MN, NH, NY, PA, VT, WI, WV), CAN (LB, NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Annual,,,Ambrosia,,Forb/herb,,,,bidentata,"USA (AL, AR, CT, GA, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, NJ, NY, OH, OK, SC, TN, TX, VA, WV)",,,
"Spring, Summer, Fall",Spring,No,Perennial,High,Dense,Ammophila,Rhizomatous,Graminoid,Rapid,2.5,No,breviligulata,"USA (CA, CT, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, OR, PA, RI, SC, VA, VT, WA, WI), CAN (BC, LB, NB, NF, NS, ON, PE, QC), FRA (SPM)",Moderate,7.8,5.8
,,,"Annual, Perennial",,,Amphicarpaea,,"Vine, Forb/herb",,,,bracteata,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, NS, ON, QC)",,,
,,,Perennial,,,Ampelaster,,"Shrub, Vine",,,,carolinianus,"USA (FL, GA, MS, NC, SC)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,canadensis,"USA (AL, CT, DC, DE, GA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TN, VA, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,Perennial,,,Amorpha,,Shrub,,,,californica,"USA (AZ, CA)",,,
Spring and Summer,Early Summer,No,Perennial,Low,Dense,Amorpha,Multiple Stem,"Subshrub, Shrub",Moderate,4.0,No,canescens,"USA (AR, CO, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY), CAN (MB, ON)",None,8.0,5.5
,,,Perennial,,,Ambrosia,,Forb/herb,,,,cheiranthifolia,USA (TX),,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub, Forb/herb",,,,chamissonis,"USA (AK, CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,chenopodiifolia,USA (CA),,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,ciliata,"USA (AL, AR, FL, GA, MO, NC, OK, SC, TX)",,,
,,,,,,Ampelopsis,,,,,,cordata,,,,
,,,Perennial,,,Ambrosia,,Forb/herb,,,,confertiflora,"USA (AZ, CA, CO, KS, NM, NV, OK, TN, TX, UT), USA+ (PR)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,cordifolia,USA (AZ),,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,deltoidea,USA (AZ),,,
Spring and Summer,Late Winter,No,Perennial,Low,Moderate,Ambrosia,Single Crown,"Subshrub, Shrub",Rapid,2.0,No,dumosa,"USA (AZ, CA, NV, UT)",None,8.5,7.0
,,,Perennial,,,Amyris,,"Tree, Shrub",,,,elemifera,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,eriocentra,"USA (AZ, CA, NV, UT)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,fimbriatus,"USA (AZ, CA, NM, NV, TX, UT)",,,
Spring and Summer,Late Spring,Yes,Perennial,Low,Dense,Amorpha,Multiple Stem,Shrub,Slow,15,No,fruticosa,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (MB, NB, ON, QC)",None,8.5,5.0
,,,Perennial,,,Ambrosia,,Forb/herb,,,,grayi,"USA (CO, KS, NE, NM, OK, TX)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Forb/herb",,,,hispida,"USA (FL), USA+ (PR, VI)",,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,hubrichtii,"USA (AR, OK)",,,
,,,Perennial,,,Amelanchier,,Shrub,,,,humilis,"USA (IA, IL, IN, KS, MD, ME, MI, MN, MO, MT, ND, NE, NJ, NY, OH, PA, SD, VT, WI, WV), CAN (MB, ON, QC, SK)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,hybridus,"USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, VA, VT, WA, WI, WV), CAN (MB, NS, ON, QC)",,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,illustris,"USA (AR, KS, MO, OK, TX)",,,
,,,Perennial,,,Ambrosia,,"Subshrub, Shrub",,,,ilicifolia,"USA (AZ, CA)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,interior,"USA (IA, IL, ME, MI, MN, NY, OH, SD, VT, WI), CAN (NB, NF, NS, ON, PE, QC)",,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,jonesii,"USA (AZ, CO, NM, UT)",,,
Spring and Summer,Early Spring,Yes,Perennial,Low,Moderate,Amelanchier,Multiple Stem,"Tree, Shrub",Moderate,35,No,laevis,"USA (AL, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WA, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",None,7.0,4.8
,,,Annual,,,Ambrosia,,Subshrub,,,,linearis,USA (CO),,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,longiflora,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,ludoviciana,"USA (GA, LA, MS)",,,
Spring and Summer,Late Spring,No,Annual,Medium,Porous,Amsinckia,Single Crown,Forb/herb,Moderate,3.0,No,lycopsoides,"USA (AK, CA, CO, CT, ID, IL, MA, MO, MS, MT, ND, NE, NH, NY, OH, OK, OR, PA, TX, UT, WA, WI, WY), CAN (BC)",None,8.2,5.8
,,,Perennial,,,Amorpha,,"Subshrub, Shrub",,,,nana,"USA (CO, IA, KS, MN, ND, NE, NM, OK, SD), CAN (MB)",,,
,,,Perennial,,,Amelanchier,,Shrub,,,,obovalis,"USA (AL, DE, GA, MA, MD, NC, NJ, NY, PA, SC, VA)",,,
,,,Perennial,,,Amorpha,,Shrub,,,,ouachitensis,"USA (AR, OK)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,palmeri,"USA (AR, AZ, CA, CO, FL, GA, IL, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, PA, SC, TN, TX, UT, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,pallida,"USA (CA, ID, NV, OR, WA)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,powellii,"USA (AR, AZ, CA, CO, CT, FL, IA, ID, IL, IN, KS, KY, LA, MA, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, ON, PE, QC, SK)",,,
,,,"Annual, Perennial",,,Ambrosia,,Forb/herb,,,,psilostachya,"USA (AL, AR, AZ, CA, CO, CT, FL, GA, IA, ID, IL, IN, KS, LA, MA, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VT, WA, WI, WY), CAN (AB, BC, MB, NS, ON, PE, QC, SK)",,,
,,,Perennial,,,Ambrosia,,Forb/herb,,,,pumila,USA (CA),,,
,,,Perennial,,,Amelanchier,,Shrub,,,,pumila,"USA (AZ, CA, CO, ID, MT, NM, OR, UT, WA, WY)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,retroflexus,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)",,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,rigida,"USA (AL, FL, GA, LA, MS)",,,
,,,Perennial,,,Amelanchier,,"Tree, Shrub",,,,sanguinea,"USA (CT, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC)",,,
,,,Annual,,,Amaranthus,,Forb/herb,,,,spinosus,"USA (AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, TN, TX, UM, VA, VT, WI, WV), USA+ (PR, VI), CAN (MB, ON)",,,
,,,,,,Amelanchier,,,,,,stolonifera,,,,
,,,Perennial,,,Amsonia,,Forb/herb,,,,tabernaemontana,"USA (AL, AR, CT, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA)",,,
,,,Annual,,,Amsinckia,,Forb/herb,,,,tessellata,"USA (AZ, CA, ID, MO, NM, NV, OR, UT, WA), CAN (BC)",,,
,,,Perennial,,,Ambrosia,,Forb/herb,,,,tomentosa,"USA (AZ, CO, IA, ID, IL, KS, MO, MT, ND, NE, NM, SD, TX, UT, WI, WY)",,,
,,,,,,Amaranthus,,,,,,torreyi,,,,
